subject,description,integration,objective,quality,refactoring,testing,categoryCount,subjDescription
trivial  session var reset stack status,nonfunctional change changeid iccdfcbbbceccfebeaf,0,0,0,1,0,1,trivial  session var reset stack status nonfunctional change changeid iccdfcbbbceccfebeaf
trivial s secret controller,trivial s secret controller improve readability changeid ibfdcabcedbcababfcded,0,0,1,0,0,1,trivial s secret controller trivial s secret controller improve readability changeid ibfdcabcedbcababfcded
trove instance model ing,better trove pluggability need modular low couple code commit goal decouple instance model code main change single model trove instance different view not model view separate manager controller mvc term code level model return save state business logic move manager instance model interface ing optimization if want state save state need request correspond method attribute ather logic load save cache attribute hide model level adaptation trove code test new model changeid iaefddeafacffebf implement blueprint troveingforbetterpluggability,0,1,1,0,0,2,trove instance model ing better trove pluggability need modular low couple code commit goal decouple instance model code main change single model trove instance different view not model view separate manager controller mvc term code level model return save state business logic move manager instance model interface ing optimization if want state save state need request correspond method attribute ather logic load save cache attribute hide model level adaptation trove code test new model changeid iaefddeafacffebf implement blueprint troveingforbetterpluggability
uts ,wip easier update resource api easier resources api prs rule security group verification framework fix bug changeid ifecaefecccbab,0,1,1,1,0,3,uts  wip easier update resource api easier resources api prs rule security group verification framework fix bug changeid ifecaefecccbab
ubuntu  network yml playbook,network yml playbook reduce complexity perform validation include role specific os family host networkredhat networkdebian allow network configuration diverge os families add excessive conditionals currently content roles identical story changeid iaaeeebaaeedc,1,1,1,0,0,3,ubuntu  network yml playbook network yml playbook reduce complexity perform validation include role specific os family host networkredhat networkdebian allow network configuration diverge os families add excessive conditionals currently content roles identical story changeid iaaeeebaaeedc
unittests ing ci,logic support automate execution unit test ci purpose add setup teardownpackage function test test init py file test start nose package setup function nailgunmimic server set separate process terminate teardown functionality provide unify way execute unit test changeid iacdcbacebcabf,0,1,0,0,1,2,unittests ing ci logic support automate execution unit test ci purpose add setup teardownpackage function test test init py file test start nose package setup function nailgunmimic server set separate process terminate teardown functionality provide unify way execute unit test changeid iacdcbacebcabf
unittests  volume resources test,change include use native hot template native cinder resources cinder resources test split test test case aws native resources add base test case common boilerplate mock changeid iabebdcaddafdbdce,0,1,0,0,1,2,unittests  volume resources test change include use native hot template native cinder resources cinder resources test split test test case aws native resources add base test case common boilerplate mock changeid iabebdcaddafdbdce
update upper constraints file feature policy,new stable upperconstraints file available openstack requirements repository branch happen rc timeframe recheck merge change requirements repository branch ci work patch requirements repository branch zuul configues job run local copy file default master branch however accept patch break test configuration developers local systems wait requirements repository branch merge patch changeid iedaededfeceeddab,1,1,0,0,0,2,update upper constraints file feature policy new stable upperconstraints file available openstack requirements repository branch happen rc timeframe recheck merge change requirements repository branch ci work patch requirements repository branch zuul configues job run local copy file default master branch however accept patch break test configuration developers local systems wait requirements repository branch merge patch changeid iedaededfeceeddab
update  zunclient,things patch update params zunclient  params zunclient usingi memoized with request pythonzunclient api  client remove rename parameters remove zun url endpoint override instead input auth token rename auth token zunui old params list image containers horizon raise error like missingrequiredoptions auth plugin require parameters give auth url changeid iebadcadbbf dependson iebeefffdcdbdaec,1,1,0,0,0,2,update  zunclient things patch update params zunclient  params zunclient usingi memoized with request pythonzunclient api  client remove rename parameters remove zun url endpoint override instead input auth token rename auth token zunui old params list image containers horizon raise error like missingrequiredoptions auth plugin require parameters give auth url changeid iebadcadbbf dependson iebeefffdcdbdaec
update api reference accord  result,changeid icfedebfdebfccf,1,1,0,0,0,2,update api reference accord  result changeid icfedebfdebfccf
update baseline resolve ing items,past couple weeks change neutron pypowervm affect neutron powervm longer send message agent and fix crash agent change set fix follow send message properly agent change cadence check slightly slower work mtms host update mtms format new pypowervm function changeid iaafbccafadedcbfb,0,1,0,0,0,1,update baseline resolve ing items past couple weeks change neutron pypowervm affect neutron powervm longer send message agent and fix crash agent change set fix follow send message properly agent change cadence check slightly slower work mtms host update mtms format new pypowervm function changeid iaafbccafadedcbfb
update computevolumes integration test volume s,change instance storage client storage behavior blockstorage client blockstorage behavior remove parameters function call set default changeid ibdcddbbbccdd,0,1,1,0,1,3,update computevolumes integration test volume s change instance storage client storage behavior blockstorage client blockstorage behavior remove parameters function call set default changeid ibdcddbbbccdd
upgrade  playbooks set facts,redefine variable multiple time service run check set fact increase readability generate playbook add block strep service changeid iadfeccbdec,0,1,1,0,0,2,upgrade  playbooks set facts redefine variable multiple time service run check set fact increase readability generate playbook add block strep service changeid iadfeccbdec
upgrade  playbooks set facts,redefine variable multiple time service run check set fact increase readability generate playbook add block strep service changeid iadfeccbdec cherry pick commit beccbbabfbcceeeabf,0,1,1,0,0,2,upgrade  playbooks set facts redefine variable multiple time service run check set fact increase readability generate playbook add block strep service changeid iadfeccbdec cherry pick commit beccbbabfbcceeeabf
use static ip address instead dhcp admin network pass netcfg choose interface parameter ubuntu centos redhat pass orchestrator static ip instead dhcp admin network fix ip order admin ips break deployment provision assign ip address small stylistic ing network manager fix test capacity time fail,changeid iabccfbebccfdcccfcef,0,1,1,0,0,2,use static ip address instead dhcp admin network pass netcfg choose interface parameter ubuntu centos redhat pass orchestrator static ip instead dhcp admin network fix ip order admin ips break deployment provision assign ip address small stylistic ing network manager fix test capacity time fail changeid iabccfbebccfdcccfcef
v api ing,api monolithic difficult maintain patch separate controller code separte file simplify overall structure make code readable moreover simplify integration substitution api clearly state file inject controller new source changeid iaebedbcebeecfffeae,1,0,1,0,0,2,v api ing api monolithic difficult maintain patch separate controller code separte file simplify overall structure make code readable moreover simplify integration substitution api clearly state file inject controller new source changeid iaebedbcebeecfffeae
vmware session management  tool,introduce session diagnostic methods vim object start process eliminate need vmwareapisession object fold tese function vim object author use vsphere api intend wrappers changeid idaffdfabbcacfec blueprint vmwaresoapsessionmanagement,1,1,0,0,0,2,vmware session management  tool introduce session diagnostic methods vim object start process eliminate need vmwareapisession object fold tese function vim object author use vsphere api intend wrappers changeid idaffdfabbcacfec blueprint vmwaresoapsessionmanagement
vmware spawn  get image properties,wip juno many  get image properties inner methods step many get image properties distill openstack nova image properties set value vmwareapi drivers use call vsphere soap api introduce datastructure hold distil image information additional test cover method validation check certain properties occur inside inner method get image properties constants relate disk type link clone value move near newly extract get image properties method test ed account change fake py framework need match new structure vmops py partial blueprint vmwarespawn changeid idecadcabfeedefdfca,1,0,0,0,1,2,vmware spawn  get image properties wip juno many  get image properties inner methods step many get image properties distill openstack nova image properties set value vmwareapi drivers use call vsphere soap api introduce datastructure hold distil image information additional test cover method validation check certain properties occur inside inner method get image properties constants relate disk type link clone value move near newly extract get image properties method test ed account change fake py framework need match new structure vmops py partial blueprint vmwarespawn changeid idecadcabfeedefdfca
vmware  image transfer,image transfer unnecessary complicate buggy transfer streamoptimized image update progress nfc lease prevent timeouts patch replace complex usage block queue thread simple read write loop performance code cleaner nfc lease update loopingcall utility closesbug closesbug relatedbug changeid ieebccaacbdbefdff,0,1,1,0,0,2,vmware  image transfer image transfer unnecessary complicate buggy transfer streamoptimized image update progress nfc lease prevent timeouts patch replace complex usage block queue thread simple read write loop performance code cleaner nfc lease update loopingcall utility closesbug closesbug relatedbug changeid ieebccaacbdbefdff
vmware  unit test,unit test test multiple code paths methods patch s unit test follow methods vmdk module fix this get extra spec storage profile get storage profile get storage profile id changeid idebcceddeecb,0,1,0,0,1,2,vmware  unit test unit test test multiple code paths methods patch s unit test follow methods vmdk module fix this get extra spec storage profile get storage profile get storage profile id changeid idebcceddeecb
vmware  vim util reuse exist util method,follow methods similar api call retrievepropertiesex consolidate avoid code repetition get object properties retrievepropertiesex get object retrievepropertiesex get properties for collection of object retrievepropertiesex ed follow patch get object properties get object get properties for collection of object retrievepropertiesex closesbug changeid ifcfcfcbbcfbf,1,1,1,0,0,3,vmware  vim util reuse exist util method follow methods similar api call retrievepropertiesex consolidate avoid code repetition get object properties retrievepropertiesex get object retrievepropertiesex get properties for collection of object retrievepropertiesex ed follow patch get object properties get object get properties for collection of object retrievepropertiesex closesbug changeid ifcfcfcbbcfbf
vmware  vmdk unit test, unit test create back imagedisktype case test separate method use utility function reduce code duplication changeid ifeebcffbcbcfddaffb,0,0,1,0,1,2,vmware  vmdk unit test  unit test create back imagedisktype case test separate method use utility function reduce code duplication changeid ifeebcffbcbcfddaffb
vmware  vmdk unit test,unit test get vc version test multiple case patch s unit test fix issue also s unit test do setup reduce code duplication changeid iedababdcfefbaa,0,1,0,0,1,2,vmware  vmdk unit test unit test get vc version test multiple case patch s unit test fix issue also s unit test do setup reduce code duplication changeid iedababdcfefbaa
vmware unit test ing,unit test use mox instead mock also case single test test multiple case methods patch s unit test follow methods vmdk module fix issue get volume stats verify volume creation create volume delete volume get extra spec disk type get disk type create snapshot delete snapshot followup patch fix remain unit test partialbug changeid ibcdfebfafedffaee,0,1,1,0,1,3,vmware unit test ing unit test use mox instead mock also case single test test multiple case methods patch s unit test follow methods vmdk module fix issue get volume stats verify volume creation create volume delete volume get extra spec disk type get disk type create snapshot delete snapshot followup patch fix remain unit test partialbug changeid ibcdfebfafedffaee
vmware unit test ing,unit test test multiple case methods patch s unit test follow methods vmdk module fix this backup volume restore backup restore back create back from stream optimize file changeid iaedeecbccbafc,0,1,0,0,1,2,vmware unit test ing unit test test multiple case methods patch s unit test follow methods vmdk module fix this backup volume restore backup restore back create back from stream optimize file changeid iaedeecbccbafc
vmware unit test ing,unit test test multiple code paths methods patch s unit test follow methods vmdk module fix this copy volume to image in use retype changeid ibeadcfcbaeaedaeb,0,1,0,0,1,2,vmware unit test ing unit test test multiple code paths methods patch s unit test follow methods vmdk module fix this copy volume to image in use retype changeid ibeadcfcbaeaedaeb
vmware unit test ing image vol,vmware unit test ing case single test test multiple methods patch s unit test follow methods vmdk module fix issue copy image to volume create volume from non stream optimize image followup patch fix remain unit test changeid icdcdbbdfeadcc,0,1,0,0,1,2,vmware unit test ing image vol vmware unit test ing case single test test multiple methods patch s unit test follow methods vmdk module fix issue copy image to volume create volume from non stream optimize image followup patch fix remain unit test changeid icdcdbbdfeadcc
vmware unit test ing image vol,vmware unit test ing case single test test multiple methods patch s unit test follow methods vmdk module fix issue create virtual disk from preallocated image create virtual disk from sparse image fetch stream optimize image followup patch fix remain unit test changeid ibfbecaafeadccec,0,1,0,0,1,2,vmware unit test ing image vol vmware unit test ing case single test test multiple methods patch s unit test follow methods vmdk module fix issue create virtual disk from preallocated image create virtual disk from sparse image fetch stream optimize image followup patch fix remain unit test changeid ibfbecaafeadccec
vmware  utility function relate vmdk,replace get vmdk path get vmdk path and adapter type new function call get vmdk info return name tuple properties need vmdk operations changeid icbdddbeedfddcdc,0,1,1,0,0,2,vmware  utility function relate vmdk replace get vmdk path get vmdk path and adapter type new function call get vmdk info return name tuple properties need vmdk operations changeid icbdddbeedfddcdc
vmware spawn  phase execute create vm,vmware spawn  execute create vm move inner function execute create vm spawn method private method vmwarevmops currently rational reason function nest spawn method partial blueprint vmwarespawn changeid icccbcbccdfdaffb,0,1,1,0,0,2,vmware spawn  phase execute create vm vmware spawn  execute create vm move inner function execute create vm spawn method private method vmwarevmops currently rational reason function nest spawn method partial blueprint vmwarespawn changeid icccbcbccdfdaffb
vmware spawn  phase test spawn,add test case spawn ensure correct methods call partial blueprint vmwarespawn changeid iafeabfacddddaed,0,1,0,0,1,2,vmware spawn  phase test spawn add test case spawn ensure correct methods call partial blueprint vmwarespawn changeid iafeabfacddddaed
vmware spawn  image fetch cache,vmware spawn  image handle examine exist vmops spawn coder asyet unmerged patch undergo review impact it anticipate additional change propose blueprint apparent high branch factor result inefficient attempt address permutations follow different type image spawn sparse flat iso streamoptimized ova different ways obtain image http download datastore copy direct use different ways prepare download image bits usable image image cache replace flat vmdk extent convert sparse pick import vm different ways employ image available fully copy base cow disk direct use patch attempt tease apart main areas responsibilites imagehandler class obtain bits kinds image imageprocessor class process bits usable form cache iamge cache image user callbacks deal prepare cache image vm ways hope allow selfcontained additions change behaviors areas avenues test different aspects spawn operation isolation todo try break smaller patch add couple test partial blueprint vmwarespawn changeid ifbbaefbbadfdebb,0,1,1,0,1,3,vmware spawn  image fetch cache vmware spawn  image handle examine exist vmops spawn coder asyet unmerged patch undergo review impact it anticipate additional change propose blueprint apparent high branch factor result inefficient attempt address permutations follow different type image spawn sparse flat iso streamoptimized ova different ways obtain image http download datastore copy direct use different ways prepare download image bits usable image image cache replace flat vmdk extent convert sparse pick import vm different ways employ image available fully copy base cow disk direct use patch attempt tease apart main areas responsibilites imagehandler class obtain bits kinds image imageprocessor class process bits usable form cache iamge cache image user callbacks deal prepare cache image vm ways hope allow selfcontained additions change behaviors areas avenues test different aspects spawn operation isolation todo try break smaller patch add couple test partial blueprint vmwarespawn changeid ifbbaefbbadfdebb
vpnaas  functional test use discover,wip merge attempt use os test filter specify test combinations run functional test job currently run test common area changeid iacddbdeccbcebcedf,0,1,0,0,1,2,vpnaas  functional test use discover wip merge attempt use os test filter specify test combinations run functional test job currently run test common area changeid iacddbdeccbcebcedf
vpnaas device driver agent ing,multicommit ing vpn agent remove dependency agent currently reference implementation vpn device driver use agent obtain router info need complete action add delete nat rule break dependency plan save router info create router call device driver directly access router go agent and vpnservice step ing commit pass router info object device drivers create router call instead router id affect internal api device drivers present separate commit changeid ifeedfaabbcbccbb partiallyimplements blueprint restructurelagent,1,1,0,0,0,2,vpnaas device driver agent ing multicommit ing vpn agent remove dependency agent currently reference implementation vpn device driver use agent obtain router info need complete action add delete nat rule break dependency plan save router info create router call device driver directly access router go agent and vpnservice step ing commit pass router info object device drivers create router call instead router id affect internal api device drivers present separate commit changeid ifeedfaabbcbccbb partiallyimplements blueprint restructurelagent
validation ,wip ps remove unnecessary validation update manifest validation happen pre flight ops add exception handle pre flight ops validate armada document throw exception invalidmanifestexception accordingly add exception handle validate document test py introduce armadanegativehandlertestcase class test armada py update unit test test validate py test override py test manifest py update test update manifest invalid test meaningful previously nonexisting yaml pass override result override none changeid iaefdffbbc,0,1,0,0,1,2,validation  wip ps remove unnecessary validation update manifest validation happen pre flight ops add exception handle pre flight ops validate armada document throw exception invalidmanifestexception accordingly add exception handle validate document test py introduce armadanegativehandlertestcase class test armada py update unit test test validate py test override py test manifest py update test update manifest invalid test meaningful previously nonexisting yaml pass override result override none changeid iaefdffbbc
verifylicense ing,add variable number arguments capability clean unused code allow variable number arguments help different vendors implement version license need additional information pass verify license function software version story task changeid icfbeaaeddcabbcdc signedoffby carmen rata carmen rata windriver com,0,1,1,0,0,2,verifylicense ing add variable number arguments capability clean unused code allow variable number arguments help different vendors implement version license need additional information pass verify license function software version story task changeid icfbeaaeddcabbcdc signedoffby carmen rata carmen rata windriver com
volumes api  add v common model add v common client bugfix datasets add dataset tag create,changeid icdcccdffdaaafcfacddafca,1,0,0,0,0,1,volumes api  add v common model add v common client bugfix datasets add dataset tag create changeid icdcccdffdaaafcfacddafca
wip ldap test ,changeid idadbdedeeacedc,0,1,0,0,1,2,wip ldap test  changeid idadbdedeeacedc
wip wsgi apache e use openstacklib,wsgi apache e use openstacklib ize code use openstacklib wsgi apache function configure keystone wsgi process apache changeid iccededaafbbcc,0,1,0,0,0,1,wip wsgi apache e use openstacklib wsgi apache e use openstacklib ize code use openstacklib wsgi apache function configure keystone wsgi process apache changeid iccededaafbbcc
wip alternate ing pluggable ipam,provide alternate approach ing need pluggable ipam propose approach require change plugins base class approach patch require change plugin subclasses order utilize pluggable ipam unchanged plugins continue use builtin ipam advantage patch ipam driver call prior start management layer transaction mean open transaction external api call wip intend demonstrate alternate approach note create port method ed validation such test fix ips for port defer driver layer error handle havent look handle ipv auto address port router port borrow ipam init py change lightly test allocations fix ips neutron cli work singlesubnet case allocations network id specify subnet call ed manual setup database entries driver know do ipallocations store foreign key relationships define port object ips new driver actual allocations prior start transaction ml create port call obviously final routines appear db plugin ml plugin plugins changeid idafbebafacdbacefeec,1,1,1,0,1,4,wip alternate ing pluggable ipam provide alternate approach ing need pluggable ipam propose approach require change plugins base class approach patch require change plugin subclasses order utilize pluggable ipam unchanged plugins continue use builtin ipam advantage patch ipam driver call prior start management layer transaction mean open transaction external api call wip intend demonstrate alternate approach note create port method ed validation such test fix ips for port defer driver layer error handle havent look handle ipv auto address port router port borrow ipam init py change lightly test allocations fix ips neutron cli work singlesubnet case allocations network id specify subnet call ed manual setup database entries driver know do ipallocations store foreign key relationships define port object ips new driver actual allocations prior start transaction ml create port call obviously final routines appear db plugin ml plugin plugins changeid idafbebafacdbacefeec
wip  l pop code linuxbridge,previous  introduce namedtupled send ip mac address information port instead regular tuple commit advantage break position dependence code linuxbridge use information maintainability add little bite readability code changeid icddccffbfbaf,0,1,1,0,0,2,wip  l pop code linuxbridge previous  introduce namedtupled send ip mac address information port instead regular tuple commit advantage break position dependence code linuxbridge use information maintainability add little bite readability code changeid icddccffbfbaf
wip test tempest ing,jsut try repo gate ing tempest fail changeid iffbbedadaccdaf,0,1,0,0,1,2,wip test tempest ing jsut try repo gate ing tempest fail changeid iffbbedadaccdaf
wip merge  dvr local edge router class,rename dvr router class distribute centralize reflect functionality  code distribute router dvrrouterbase class allow centralize router class inherit dvrrouterbase distribute router class changeid ibdeeebbeeea signedoffby ryan moats rmoats us ibm com,0,1,1,0,0,2,wip merge  dvr local edge router class rename dvr router class distribute centralize reflect functionality  code distribute router dvrrouterbase class allow centralize router class inherit dvrrouterbase distribute router class changeid ibdeeebbeeea signedoffby ryan moats rmoats us ibm com
wip  basic launch,ps pull helm install logic function jenkins its timeout chart changeid iedcaaecfeeebbfaded,0,0,0,1,0,1,wip  basic launch ps pull helm install logic function jenkins its timeout chart changeid iedcaaecfeeebbfaded
wip  functional test,changeid idfacbbdffacfbadebacfd,0,0,0,1,1,2,wip  functional test changeid idfacbbdffacfbadebacfd
wip stag ,change address old technical debt ing stag relate interoperable image import utilize locations mechanisms track user stag data process handle stag host location metadata preparation distribute image import tht need track host user image data stag avoid share filesystem service nod hide stag host api user select stag loction direct url provide api address beofre merge remove ing test skip irrelevant likely code test remove say modules fix test skip break need eye break rely code test module mock rest additional api test insecure deprecate locations api locations present changeid ifdeeaadeaebcbe,1,1,0,0,1,3,wip stag  change address old technical debt ing stag relate interoperable image import utilize locations mechanisms track user stag data process handle stag host location metadata preparation distribute image import tht need track host user image data stag avoid share filesystem service nod hide stag host api user select stag loction direct url provide api address beofre merge remove ing test skip irrelevant likely code test remove say modules fix test skip break need eye break rely code test module mock rest additional api test insecure deprecate locations api locations present changeid ifdeeaadeaebcbe
wip  glance tempest test,check data table service data reusable changeid ideaffcdbaabdffdcd,0,0,1,0,1,2,wip  glance tempest test check data table service data reusable changeid ideaffcdbaabdffdcd
wip  method separate class,theres replicatedobjectcontroller class similar change feature ec branch base class contain public api handle replicatedobjectcontroller handle data transfer object server changeid iddedfbecfdcfefd signedoffby thiago da silva thiago redhat com,1,1,0,0,0,2,wip  method separate class theres replicatedobjectcontroller class similar change feature ec branch base class contain public api handle replicatedobjectcontroller handle data transfer object server changeid iddedfbecfdcfefd signedoffby thiago da silva thiago redhat com
wip test seret ,changeid ifdeccdebedf,0,0,0,0,1,1,wip test seret  changeid ifdeccdebedf
xenapi  message string remove locals,commit small  xenapi glance plugin remove use locals improve readability changeid ideacfffdccdaff,1,1,0,0,0,2,xenapi  message string remove locals commit small  xenapi glance plugin remove use locals improve readability changeid ideacfffdccdaff
xenapi  rotate xen guest log avoid race,move console log temporary file clear race nova try access file there need readable file place time atomic operations like mv fine file open mv operation linux content available file close novas plugin changeid icfffdfbebfcbadcdd fixesbug,1,1,1,0,0,3,xenapi  rotate xen guest log avoid race move console log temporary file clear race nova try access file there need readable file place time atomic operations like mv fine file open mv operation linux content available file close novas plugin changeid icfffdfbebfcbadcdd fixesbug
xenapi  find vdi refs lookup vm vdis,function look thing dont need implementations change work remove lookup vm vdis implementation its name test case adjust handle pass dictionary instead list changeid iaeedeffbfbabc closesbug,0,1,0,0,1,2,xenapi  find vdi refs lookup vm vdis function look thing dont need implementations change work remove lookup vm vdis implementation its name test case adjust handle pass dictionary instead list changeid iaeedeffbfbabc closesbug
 flag operations uniform, flag operations uniform increase unit test coverage changeid iafffcebbdcd,0,1,0,0,1,2, flag operations uniform  flag operations uniform increase unit test coverage changeid iafffcebbdcd
 test volume file, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect with availability zone policy changeid iefbcebfebabfb,0,1,1,0,1,3, test volume file  test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect with availability zone policy changeid iefbcebfebabfb
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include test case connect snapshots changeid ibfbffcc,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect snapshots changeid ibfbffcc
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include different test case connect volumes file volume directory changeid ibeadbcbfdecbbbbe,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include different test case connect volumes file volume directory changeid ibeadbcbfdecbbbbe
xx  chassis model,wip  chassis northbound api methods changeid idaccfebcadeecea,1,1,0,0,0,2,xx  chassis model wip  chassis northbound api methods changeid idaccfebcadeecea
xx  db consistent,xx  db consistent partiallyimplements blueprint nbapi changeid idedcdaafbdadfba,1,0,0,0,0,1,xx  db consistent xx  db consistent partiallyimplements blueprint nbapi changeid idedcdaafbdadfba
 test volume file, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect drivers base driver test case changeid iaaddedeccdaf,0,1,1,0,1,3, test volume file  test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect drivers base driver test case changeid iaaddedeccdaf
 test volume file, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect volume manage test case changeid icbcbcaabbdcdbfed,0,1,1,0,1,3, test volume file  test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect volume manage test case changeid icbcbcaabbdcdbfed
 test volume file, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect replication failover test case changeid icfdaddfab,0,1,1,0,1,3, test volume file  test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect replication failover test case changeid icfdaddfab
 validation,address bug promenade doesnt detect invalid configurations genesis script generation  validation check performance changeid ibcaaababebeacfe,0,1,1,0,0,2, validation address bug promenade doesnt detect invalid configurations genesis script generation  validation check performance changeid ibcaaababebeacfe
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include test case connect capabilities get volumes active window test case changeid iffbfeebcbffafefce,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect capabilities get volumes active window test case changeid iffbfeebcbffafefce
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include test case connect initialize connection attach detach test case changeid ibcadcccbfedaabda,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect initialize connection attach detach test case changeid ibcadcccbfedaabda
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include test case connect init host test case changeid ibcfbaafdfaeabab,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect init host test case changeid ibcfbaafdfaeabab
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include test case connect migration retype volume operations test case changeid ibbbebbfeefbdaadaca,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect migration retype volume operations test case changeid ibbbebbfeefbdaadaca
 test volume file,situation weve line code file contain different test case reasonably divide smaller file patch include test case connect image changeid ibaddfdeabeadcbdce,0,1,1,0,1,3, test volume file situation weve line code file contain different test case reasonably divide smaller file patch include test case connect image changeid ibaddfdeabeadcbdce
bugfix devref  attach detach v devref,devref  attach detach devref  attach detach devref readable changeid ifbeecdadfeead,0,0,1,0,0,1,bugfix devref  attach detach v devref devref  attach detach devref  attach detach devref readable changeid ifbeecdadfeead
dnm test tq ings,test set release config removals inside tripleoquickstart dependson changeid idabfadcfbcad,0,1,0,0,1,2,dnm test tq ings test set release config removals inside tripleoquickstart dependson changeid idabfadcfbcad
dnm test env vars ,dependson ifaadeebdecfdaebb changeid ibcaabebafcbdebaa,0,0,0,0,1,1,dnm test env vars  dependson ifaadeebdecfdaebb changeid ibcaabebafcbdebaa
dnm test featurset conf ,dependson ibcafcfdabbaabefbffdbc changeid iccbfeabebdabfe,0,0,0,0,1,1,dnm test featurset conf  dependson ibcafcfdabbaabefbffdbc changeid iccbfeabebdabfe
dnm test sprint toci ing,dependson idbbabdfbbddbaccdef changeid ibcaddcacbdbbc,0,0,0,0,1,1,dnm test sprint toci ing dependson idbbabdfbbddbaccdef changeid ibcaddcacbdbbc
dnm test toci vars ings,dnm test toci  dependson iafbaecfadecbe changeid ifeafeacdc,0,0,0,0,1,1,dnm test toci vars ings dnm test toci  dependson iafbaecfadecbe changeid ifeafeacdc
do merge ing unit test,remove core plugin logic test dsvm gate fail commit efbbbbfb changeid idfecfcdaeababbaa,0,1,0,0,1,2,do merge ing unit test remove core plugin logic test dsvm gate fail commit efbbbbfb changeid idfecfcdaeababbaa
docs  galera ops page,readability issue fix now changeid iefaabbeeefd,0,0,1,0,0,1,docs  galera ops page readability issue fix now changeid iefaabbeeefd
fullstack  sg test,firewall driver fullstack test interfere test test far add single test class hard debug exaclty specific issue happend now test run serially at gate let  separate test case scenarios changeid ibebedaefeadefcdbcf,0,1,1,0,1,3,fullstack  sg test firewall driver fullstack test interfere test test far add single test class hard debug exaclty specific issue happend now test run serially at gate let  separate test case scenarios changeid ibebedaefeadefcdbcf
intern network tab test ing,relate blueprint uifunctionaltestswithintern changeid iffeccebffbceeaea,0,0,0,1,1,2,intern network tab test ing relate blueprint uifunctionaltestswithintern changeid iffeccebffbceeaea
intern network tab test ing,relate blueprint uifunctionaltestswithintern changeid iffeccebffbceeaea cherry pick commit acafbbebbddccabef,0,0,0,1,1,2,intern network tab test ing relate blueprint uifunctionaltestswithintern changeid iffeccebffbceeaea cherry pick commit acafbbebbddccabef
mgm  pool manager ready new function delete,changeid ibdebbecfcdfdd,0,0,0,1,0,1,mgm  pool manager ready new function delete changeid ibdebbecfcdfdd
mongodb  index meter resources,currently ceilometer use redundant index mongodb time doesnt cover get resources sort index cr source field index delete resource project id resource user id index combine one new compound index cover get resource sort part query timestamp project id user id changeid ifdeeaafecaffa close bug,1,1,1,0,0,3,mongodb  index meter resources currently ceilometer use redundant index mongodb time doesnt cover get resources sort index cr source field index delete resource project id resource user id index combine one new compound index cover get resource sort part query timestamp project id user id changeid ifdeeaafecaffa close bug
poc  configdrive new field,poc  configdrive new field add new column configdrive add new field node object compatiable add example rpc compatiable only test bump api node configdrive field perfect example ironic live upgrade work short introduction upgrade latest code online node release api release conductor node release conductor apply framework patch configdrive patch node ironicdbsync upgrade set upgrade level lowest version service mitaka node restart api node restart conductor node apply patch node set upgrade level lowest version service mitaka node restart conductor node unset unpgrade level lowest version service node restart api node restart conductor node restart conductor node changeid ibbedecaaeddf,1,1,0,0,0,2,poc  configdrive new field poc  configdrive new field add new column configdrive add new field node object compatiable add example rpc compatiable only test bump api node configdrive field perfect example ironic live upgrade work short introduction upgrade latest code online node release api release conductor node release conductor apply framework patch configdrive patch node ironicdbsync upgrade set upgrade level lowest version service mitaka node restart api node restart conductor node apply patch node set upgrade level lowest version service mitaka node restart conductor node unset unpgrade level lowest version service node restart api node restart conductor node restart conductor node changeid ibbedecaaeddf
 code support dynamic load client module,depend give version support dynamic load client module depend give version time zunclient version patch useful future change relate test case remove hardcode version changeid idcddacaeadcbfeba,1,0,0,0,1,2, code support dynamic load client module depend give version support dynamic load client module depend give version time zunclient version patch useful future change relate test case remove hardcode version changeid idcddacaeadcbfeba
report  process plot plot,code separate function reuse upcoming function process plot trend will introduce patch changeid iccccdaedfbdaeeefbdc,0,0,1,1,0,2,report  process plot plot code separate function reuse upcoming function process plot trend will introduce patch changeid iccccdaedfbdaeeefbdc
